"","symbols","allENT","moduleColors","riBAQ 17","riBAQ 18","riBAQ 35","riBAQ 36","riBAQ 19","riBAQ 20","riBAQ 21","riBAQ 22","riBAQ 23","riBAQ 37","riBAQ 38","riBAQ 39","riBAQ 40","riBAQ 41","riBAQ 24","riBAQ 25","riBAQ 26","riBAQ 42","riBAQ 43"
"1592","SNAP91","ENSG00000065609","black",0.000560421,0.000883634,0.000910597,0.000906123,0.000741233,0.000676758,0.000769698,0.000750654,0.000672997,0.000728363,0.000803124,0.000451249,0.000480093,0.000600835,0.000463699,0.000344264,0.000301042,0.00015956,0.000248933
"1593","SNCA","ENSG00000145335","black",0.003586873,0.003021146,0.004464841,0.006974631,0.003081126,0.003039416,0.00371637,0.003848818,0.003730661,0.003916206,0.002871427,0.002826175,0.004024967,0.003695216,0.001773286,0.000655522,0.000825959,0.000676567,0.000546687
"1594","SNCG","ENSG00000173267","turquoise",0.001262771,0.001200145,0.001208369,0.001808502,0.000882597,0.000849594,0.00092454,0.0011555,0.001337423,0.001262796,0.001024464,0.001082115,0.001414975,0.00153347,0.000823447,0.000340912,0.000331255,0.000198368,0.000142181
"1595","SND1","ENSG00000197157","turquoise",4.49e-06,4.87e-06,3.53e-06,4.91e-06,5.78e-06,6.37e-06,8.12e-06,5.74e-06,5.69e-06,3.85e-06,0,0,0,4.11e-06,0,1.16e-05,1.13e-05,8.78e-06,8.63e-06
"1596","SNTA1","ENSG00000101400","grey",0.000117572,8.18e-05,0.000130523,0.000153732,7.83e-05,9.75e-05,0.000199626,0.000169509,8.75e-05,0.000126115,0.000101222,0.000144502,0.000107959,9.54e-05,0.00010047,0.000102191,0.000126682,0.000119765,9.2e-05
"1597","SNTB1","ENSG00000172164","turquoise",0,1.82e-05,9.09e-06,1.21e-05,0,2.2e-05,4.27e-05,2.61e-05,0,2.19e-05,1.29e-05,1.83e-05,1.66e-05,0,3.05e-05,5.3e-05,4.06e-05,5.36e-05,2.72e-05
"1598","SNX1","ENSG00000028528","black",1.81e-05,2.41e-05,1.82e-05,2.39e-05,1.14e-05,3.21e-05,2.03e-05,2.15e-05,9.09e-06,1.95e-05,2.61e-05,1.97e-05,1.27e-05,1.08e-05,1.14e-05,1.1e-05,0,2.21e-05,1.54e-05
"1599","SNX2","ENSG00000205302","grey",1.88e-05,4.09e-05,2.34e-05,3.11e-05,2.68e-05,4.3e-05,4.13e-05,4.04e-05,2.46e-05,3.14e-05,3.03e-05,1.75e-05,1.95e-05,1.81e-05,2.32e-05,3.43e-05,2.39e-05,3.98e-05,3.21e-05
"1600","SNX27","ENSG00000143376","grey",0,2.11e-05,1.88e-05,2.27e-05,0,0,1.69e-05,2.19e-05,0,0,2.24e-05,1.73e-05,0,0,1.39e-05,2.51e-05,1.64e-05,2.08e-05,2.16e-05
"1601","SNX4","ENSG00000114520","black",0,3.32e-05,1.83e-05,1.61e-05,0,1.33e-05,0,0,0,1.66e-05,8.18e-06,0,0,0,0,0,0,0,0
"1602","SNX5","ENSG00000089006","green",8.61e-06,1.87e-05,1.95e-05,1.92e-05,1.65e-05,2.5e-05,2.15e-05,2.33e-05,1.5e-05,2.03e-05,1.6e-05,1.71e-05,2.38e-05,1.46e-05,2.25e-05,1.91e-05,2.31e-05,2.77e-05,2.75e-05
"1603","SNX6","ENSG00000129515","grey",0,1.96e-05,9.86e-06,1.46e-05,0,2.14e-05,2.28e-05,3.02e-05,2.15e-05,0,2.34e-05,0,0,0,0,0,0,1.75e-05,1.59e-05
"1604","SOD1","ENSG00000142168","grey",0.005677122,0.006355543,0.006088227,0.005491657,0.008884976,0.006264715,0.00653862,0.010285697,0.007968782,0.006981055,0.009082898,0.009141081,0.013002165,0.009664774,0.007402771,0.007750647,0.006163315,0.008884272,0.008316072
"1605","SOD2","ENSG00000291237","turquoise",0.000497758,0.00015865,0.000231142,0.000118034,0.000402479,0.00033478,0.00043259,0.000353836,0.00059831,0.000309367,0.000199115,0.000516417,0.000991213,0.000234774,0.001281388,0.001629867,0.002365792,0.001769017,0.00153796
"1606","SOGA3",NA,"black",2.06e-05,5.03e-05,4.43e-05,2.62e-05,1.58e-05,1.59e-05,0,1.88e-05,1.93e-05,2.05e-05,2.33e-05,1.25e-05,1.22e-05,1.15e-05,0,0,0,0,0
"1607","SORBS1","ENSG00000095637","black",5.18e-06,0,0,0,0,0,0,7.89e-06,9.15e-06,3.93e-06,4.66e-06,1.49e-05,1.74e-05,0,9.59e-06,1.29e-05,1.41e-05,1.02e-05,9.15e-06
"1608","SORCS2","ENSG00000184985","turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15e-05,7.71e-05,2.21e-05,1.11e-05,5.88e-06
"1609","SORD","ENSG00000140263","turquoise",4.58e-05,0,3.21e-05,0,4.49e-05,0,6.52e-05,3.67e-05,6.12e-05,4.08e-05,3.72e-05,3.75e-05,2.85e-05,5.17e-05,7.88e-05,0.000121863,0.000161855,0.000118,0.000152841
"1610","SORL1","ENSG00000137642","green",2.99e-06,0,2.72e-06,0,4.97e-06,1.65e-05,7.31e-06,4.72e-06,5.58e-06,2.69e-06,4.38e-06,2.6e-06,0,0,1.18e-05,2.39e-05,1.65e-05,2.93e-05,2.65e-05
"1611","SORT1","ENSG00000134243","turquoise",0,0,0,0,2.22e-05,3.91e-05,2.5e-05,1.3e-05,0,1.67e-05,1.87e-05,1.27e-05,0,7.6e-06,2.62e-05,3.89e-05,3.23e-05,3.34e-05,5.87e-05
"1612","SPARC","ENSG00000113140","turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169582,0.000203935,0.000229522,0.000373207
"1613","SPARCL1","ENSG00000152583","turquoise",1.96e-05,0,1.03e-05,0,1.52e-05,5.75e-05,6.88e-05,2.52e-05,4.65e-05,2.39e-05,4.18e-05,5.07e-05,9.26e-05,2.28e-05,4.73e-05,4.22e-05,5.01e-05,3.72e-05,0.000125971
"1614","SPG20",NA,"turquoise",0,1.56e-05,0,0,0,0,0,0,0,5.93e-06,5.36e-06,0,0,0,0,7.35e-06,1.65e-05,8.02e-06,1.31e-05
"1615","SPR","ENSG00000116096","turquoise",4.34e-05,0,0,0,6.74e-05,0,0,5.5e-05,5.42e-05,5.17e-05,4.27e-05,4.61e-05,4.31e-05,2.69e-05,4.85e-05,9.8e-05,8.21e-05,7.5e-05,0.000117999
"1616","SPTAN1","ENSG00000197694","grey",0.001663627,0.002066257,0.002053146,0.001958587,0.001742129,0.001456325,0.00330258,0.001874925,0.001649026,0.002156064,0.002018546,0.002040135,0.002611832,0.00172129,0.002181959,0.001788608,0.00190716,0.001887089,0.001866841
"1617","SPTBN1","ENSG00000115306","pink",0.001205526,0.001618576,0.001546557,0.00154884,0.001351913,0.001127172,0.002522076,0.001535131,0.001190978,0.001691252,0.001550817,0.001400669,0.001703301,0.001313637,0.001523664,0.00137779,0.001460889,0.001355394,0.001188386
"1618","SPTBN2","ENSG00000173898","grey",3.18e-05,1.54e-05,4.73e-05,3.82e-05,1.37e-05,7.45e-05,7.46e-05,1.78e-05,1.53e-05,2.33e-05,1.51e-05,9.64e-05,5.38e-05,8.78e-05,1.04e-05,9.04e-06,1.31e-05,4.87e-05,6.86e-05
"1619","SQRDL",NA,"turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01e-05,2.47e-05,9.6e-06,1.51e-05,2.82e-05
"1620","SRCIN1","ENSG00000273608","black",0,9.64e-06,9.05e-06,1.03e-05,6.92e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1621","SRGAP2","ENSG00000266028","grey",1.8e-05,0,2.39e-05,9.95e-06,2.05e-05,0,0,0,0,0,8.18e-06,7.16e-06,0,0,0,1.87e-05,1.18e-05,1.92e-05,2.05e-05
"1622","SRGAP3","ENSG00000196220","black",6.79e-06,7e-06,1.71e-05,1.56e-05,6.03e-06,0,6.29e-06,3.65e-06,6.97e-06,7.93e-06,5.85e-06,5.87e-06,0,5.48e-06,0,8.52e-06,0,0,6.12e-06
"1623","SRI","ENSG00000075142","green",0.001427113,0.002582371,0.001594363,0.002479074,0.003141534,0.003955595,0.003054995,0.002315732,0.001926078,0.00268939,0.003245455,0.002218487,0.003074954,0.001641747,0.002638261,0.004499212,0.004715577,0.008314793,0.00617509
"1624","SRM","ENSG00000116649","grey",5.3e-05,4.46e-05,5.8e-05,6.54e-05,8.99e-05,4.91e-05,4.97e-05,5.32e-05,5.82e-05,5.59e-05,5.53e-05,4.92e-05,6.79e-05,7.47e-05,6.61e-05,6.9e-05,5.8e-05,5.65e-05,7.08e-05
"1625","SRR","ENSG00000167720","grey",1.82e-05,2.98e-05,0,2.5e-05,0,0,0,2.97e-05,1.48e-05,2.42e-05,2.57e-05,0,1.33e-05,0,0,0,2.79e-05,2.98e-05,3.02e-05
"1626","SSB","ENSG00000138385","grey",0,1.72e-05,4.36e-05,0,2.29e-05,2.85e-05,2.02e-05,1.8e-05,2.79e-05,0,1.99e-05,0,1.74e-05,1.64e-05,2.54e-05,2.6e-05,3.77e-05,3.13e-05,3.06e-05
"1627","SSBP1","ENSG00000106028","turquoise",0.000163427,0,0,0,0.000125643,0.000119233,0.000159491,7.56e-05,0.000179851,0,0,0.000275629,0.000288863,8.69e-05,0.000240892,0.000419788,0.000417263,0.000432615,0.000626021
"1628","ST13","ENSG00000100380","turquoise",0.000578649,0.000734601,0.000704359,0.000534274,0.000627473,0.000683922,0.000489952,0.000643749,0.000656833,0.000631555,0.000735977,0.00057482,0.000980453,0.000723336,0.000725643,0.000645914,0.000873791,0.001000206,0.000847766
"1629","STAB1","ENSG00000010327","turquoise",0,0,0,0,0,0,0,0,0,1.96e-06,0,0,0,0,5.38e-06,9.16e-06,0,2.76e-06,4.72e-06
"1630","STAM","ENSG00000136738","black",3.08e-05,8.08e-05,8.77e-05,5.83e-05,5.95e-05,8.75e-05,5.52e-05,6.53e-05,5.03e-05,5.87e-05,7.12e-05,0,4.78e-05,6.13e-05,3.05e-05,0,2.61e-05,0,0
"1631","STAT1","ENSG00000115415","grey",0,1.31e-05,0,4.29e-06,0,8.72e-06,1.02e-05,0,0,3.71e-05,1.5e-05,0,0,0,0,2.04e-05,1.07e-05,1.28e-05,9.33e-06
"1632","STAT3","ENSG00000168610","turquoise",0,0,0,0,0,0,0,7.49e-06,0,0,0,4.45e-06,0,0,6.66e-06,1.6e-05,1.19e-05,1.41e-05,1.85e-05
"1633","STIP1","ENSG00000168439","turquoise",0.000375506,0.000435674,0.000495195,0.000386572,0.000472204,0.000404928,0.000269831,0.000441692,0.000546837,0.00042522,0.000454259,0.000335621,0.000594978,0.000466917,0.00034695,0.000241215,0.000244601,0.000280355,0.000351226
"1634","STK39","ENSG00000198648","grey",1.12e-05,2.16e-05,0,1.29e-05,1.43e-05,2.61e-05,2.3e-05,1.59e-05,1.86e-05,1.63e-05,2.35e-05,0,0,1.18e-05,1.65e-05,2.24e-05,1.94e-05,1.37e-05,0
"1635","STMN1","ENSG00000117632","black",0.00158249,0.001698008,0.00238937,0.002196606,0.001369284,0.001377433,0.001456645,0.001763319,0.001852205,0.001956182,0.001507465,0.001581946,0.001673142,0.002564163,0.000921985,0.000429205,0.000590405,0.000383419,0.000429657
"1636","STOM","ENSG00000148175","black",0.000619685,0.0004831,0.000424043,0.000426851,0.000860852,0.00057139,0.000950594,0.000651503,0.000712754,0.000655757,0.000614925,0.00113384,0.000799319,0.000683438,0.000917238,0.001047348,0.001416101,0.001021544,0.001113126
"1637","STOML2","ENSG00000165283","turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57e-05,4.07e-05,3.1e-05,3.35e-05,9.08e-05
"1638","STON2","ENSG00000140022","turquoise",0,0,0,0,0,0,1.89e-05,0,0,0,0,0,0,0,0,2.98e-05,2.08e-05,2.63e-05,3.11e-05
"1639","STRAP","ENSG00000023734","black",6.49e-05,8.15e-05,6.77e-05,0.000129556,5.73e-05,7.09e-05,6.46e-05,4.72e-05,5.86e-05,6.72e-05,7.46e-05,5e-05,5.36e-05,5.93e-05,6.77e-05,5.99e-05,7.74e-05,6.98e-05,5.29e-05
"1640","STUB1","ENSG00000103266","grey",0,0,5.77e-05,3.62e-05,1.89e-05,2.73e-05,0,0,1.68e-05,1.2e-05,1.48e-05,0,7.63e-06,3.54e-05,1.92e-05,1.82e-05,1.14e-05,1.75e-05,2.4e-05
"1641","STX12","ENSG00000117758","black",0.000212818,0.000257157,0.000377642,0.000376786,0.000328059,0.000200351,0.000171178,0.000226909,0.000231953,0.000203209,0.00018626,0.000144698,0.000155915,0.000152268,0.000138524,0.000200765,0.000179282,0.000144175,0.000125467
"1642","STX1A","ENSG00000106089","black",0.004712543,0.008325772,0.010472621,0.009080806,0.007510121,0.004038399,0.00356693,0.004897413,0.004248209,0.006311369,0.006176599,0.003182311,0.00369705,0.004666645,0.001689947,0.000746496,0.000879427,0.000693271,0.001057407
"1643","STX1B","ENSG00000099365","black",0.007244193,0.008610987,0.007456991,0.008507813,0.007959466,0.005167278,0.004347731,0.005648677,0.006236933,0.007903203,0.008086173,0.005534322,0.004651919,0.005417925,0.00273064,0.001456985,0.001466901,0.001118822,0.001149152
"1644","STX4","ENSG00000103496","green",9.31e-05,0.000126391,6.13e-05,0.000110588,0.000138732,0.000160273,0.000177151,0.000121484,9.25e-05,0.000109422,0.000108995,0.000137858,9.97e-05,8.33e-05,0.000165955,0.000179097,0.00011686,0.000220117,0.000134085
"1645","STX7","ENSG00000079950","black",0.00015083,0.00025281,0.000212686,0.00024816,0.000254827,0.000197207,8.82e-05,0.000168972,0.000174264,0.000209927,0.000229158,0.000145506,0.000177839,0.000160078,9.11e-05,0.000136362,0.000115233,0.000125849,0.000128436
"1646","STXBP1","ENSG00000136854","black",0.006551056,0.012001454,0.012055206,0.013399529,0.006495073,0.006093629,0.004267423,0.00515567,0.005569795,0.009789054,0.009200965,0.003640588,0.00213657,0.00625941,0.002132351,0.001106369,0.001320549,0.000973549,0.001251004
"1647","STXBP3","ENSG00000116266","green",2.6e-05,3.38e-05,2.21e-05,3.52e-05,2.31e-05,4.21e-05,2.88e-05,2.78e-05,1.99e-05,2.67e-05,2.62e-05,3.18e-05,2.29e-05,2.03e-05,3.86e-05,4.38e-05,4.36e-05,7.11e-05,3.43e-05
"1648","STXBP5","ENSG00000164506","black",1.61e-05,6.96e-05,8.4e-05,9.45e-05,3.31e-05,2.97e-05,2.02e-05,2.79e-05,1.19e-05,5.17e-05,3.77e-05,0,0,3.08e-05,0,0,0,0,0
"1649","STXBP5L","ENSG00000145087","black",7.61e-06,3.1e-05,3.19e-05,3.17e-05,6.03e-06,1.36e-05,0,1.09e-05,0,3.38e-05,2.32e-05,0,0,0,0,0,0,0,0
"1650","SUGT1","ENSG00000165416","black",2.29e-05,5.29e-05,6.14e-05,5.62e-05,4.63e-05,3.7e-05,2.51e-05,2.81e-05,2.85e-05,4.87e-05,4.87e-05,1.95e-05,3.44e-05,3.05e-05,0,2.35e-05,1.91e-05,3.59e-05,2.36e-05
"1651","SULT4A1","ENSG00000130540","black",0.000101414,0.000159331,0.000170507,0.000192818,0.00012162,9.61e-05,9.14e-05,0.000121106,8.07e-05,0.000201457,0.000209907,7.84e-05,0.000101825,9.52e-05,6.42e-05,2.66e-05,2.96e-05,0,2.73e-05
"1652","SUSD2","ENSG00000099994","turquoise",1.72e-05,0,0,9.16e-06,0,1.45e-05,2.16e-05,5.99e-06,1.42e-05,3.34e-05,0,2.21e-05,0,0,7.21e-05,0.000177667,6.1e-05,8.98e-05,0.00026463
"1653","SV2A","ENSG00000159164","pink",0.000225893,0.000457484,0.00044429,0.000514616,0.000351009,0.000401812,0.000712816,0.000332773,0.000292793,0.000466733,0.000452435,0.000208653,0.000218559,0.0002329,0.000161299,0.000117308,0.000139626,0.000177754,0.000221611
"1654","SV2B","ENSG00000185518","pink",0.000216124,0.000322781,0.000356818,0.00043434,0.000210004,0.00026658,0.000436475,0.000226469,0.000202349,0.000338058,0.000300522,0.000167213,0.000140358,0.000188845,8.7e-05,6.23e-05,3.98e-05,0,9.5e-05
"1655","SYN1","ENSG00000008056","black",0.001682742,0.001649628,0.001811072,0.00224097,0.00190235,0.000917174,0.001193961,0.0012088,0.0014766,0.001499472,0.001257451,0.000938857,0.000767448,0.001431281,0.00066886,0.000375259,0.00029054,0.000258385,0.000425468
"1656","SYN2","ENSG00000157152","black",0.000853391,0.001061042,0.001073494,0.0017516,0.001684939,0.000535672,0.000788794,0.000911103,0.000811306,0.000807757,0.000588918,0.000527024,0.000380082,0.00074349,0.000413108,0.000237438,0.000142279,0.000218524,0.000170101
"1657","SYN3","ENSG00000185666","black",2.54e-05,5.2e-05,3.06e-05,4e-05,5.42e-05,0,0,3.59e-05,0,3.16e-05,3.55e-05,0,1.84e-05,2.23e-05,0,0,0,0,0
"1658","SYNCRIP","ENSG00000135316","grey",3.63e-05,4.13e-05,2.92e-05,2.58e-05,2.88e-05,1.9e-05,2.24e-05,4.04e-05,2.58e-05,2.99e-05,2.2e-05,3.2e-05,6.04e-05,3.18e-05,3.15e-05,3.76e-05,3.32e-05,2.96e-05,4.39e-05
"1659","SYNJ1","ENSG00000159082","black",0.000128415,0.00015115,0.000177907,0.000175713,0.000138224,8.89e-05,9.55e-05,0.00016236,0.000120275,0.000156855,0.000136594,5.94e-05,6.13e-05,0.000126642,4.54e-05,2.43e-05,2.54e-05,1.64e-05,2.39e-05
"1660","SYP","ENSG00000102003","pink",0.000938814,0.002360088,0.001736686,0.001875588,0.001829563,0.002516912,0.003421821,0.001359327,0.00135402,0.001357015,0.001383586,0.000640775,0.000853401,0.000941908,0.000657277,0.0008541,0.000685543,0,0
"1661","SYT1","ENSG00000067715","black",0.006739735,0.006451913,0.008445842,0.007690305,0.00772551,0.002784531,0.003257134,0.003427853,0.003463697,0.005238245,0.004279561,0.003664595,0.00361194,0.003222117,0.001976238,0.001161145,0.000917264,0.000939683,0.001922523
"1662","SYT2","ENSG00000143858","grey",0.000122636,8.13e-05,4.47e-05,5.18e-05,2.87e-05,4.03e-05,0,2.44e-05,5.57e-05,7.01e-05,0.000130365,3.41e-05,2.67e-05,0,0.000114398,0,1.79e-05,0,0
"1663","SYT3","ENSG00000213023","black",8.9e-06,1.48e-05,1.63e-05,1.33e-05,1.12e-05,0,5.86e-06,6.94e-06,0,7.19e-06,7.96e-06,0,0,0,0,0,0,0,0
"1664","SYT7","ENSG00000011347","black",0.000138613,0.000213503,0.000237898,0.000241134,0.000149889,0.000112034,7.14e-05,0.000114433,9.51e-05,0.000135086,0.000137244,7.78e-05,6.24e-05,9.82e-05,4.99e-05,2.37e-05,0,1.22e-05,0
"1665","TAGLN","ENSG00000149591","turquoise",8.16e-05,0,4.29e-05,6.61e-05,0,0.00011281,0.000106765,2.32e-05,3.83e-05,0.000138379,7.43e-05,0.00010231,7.91e-05,7.37e-05,0.000173436,0.000413436,9.74e-05,0.000229599,0.000444855
"1666","TAGLN2","ENSG00000158710","turquoise",6.13e-05,4.97e-05,6.05e-05,4.98e-05,8.77e-05,7.79e-05,7.78e-05,8.36e-05,8.03e-05,4.51e-05,8.64e-05,8.06e-05,0.000157855,9.48e-05,0.000156344,0.000256849,0.000313768,0.000410219,0.000270817
"1667","TAGLN3","ENSG00000144834","turquoise",0.001149267,0.001109178,0.00150181,0.001084943,0.000682104,0.000625653,0.000572333,0.00087502,0.000663993,0.000935826,0.000889964,0.000920001,0.001082048,0.000944873,0.000558072,0.000248454,0.000213336,0.000197147,0.0002732
"1668","TALDO1","ENSG00000177156","grey",0.000454933,0.000463889,0.000351313,0.000552711,0.00065417,0.000719555,0.000641242,0.00157738,0.000967026,0.000408681,0.000630127,0.000893942,0.001425684,0.000943296,0.00082582,0.000478682,0.000698582,0.000429212,0.000549031
"1669","TARS",NA,"turquoise",2.3e-05,1.97e-05,2.1e-05,2.14e-05,2.77e-05,2.49e-05,2.28e-05,3.38e-05,2.73e-05,2.37e-05,2.42e-05,1.62e-05,1.85e-05,2.07e-05,1.76e-05,1.54e-05,1.91e-05,1.94e-05,1.14e-05
"1670","TBC1D24","ENSG00000162065","black",5.25e-05,5.15e-05,7.45e-05,6.94e-05,7.11e-05,4.08e-05,4.76e-05,4.23e-05,3.9e-05,6.5e-05,6.26e-05,3.96e-05,4.55e-05,5.39e-05,2.24e-05,2.01e-05,1.9e-05,1.64e-05,1.49e-05
"1671","TBCA","ENSG00000171530","pink",0.000721759,0.001007844,0.000932422,0.000860227,0.000870012,0.000935955,0.001491507,0.001310546,0.000899661,0.000868022,0.00123459,0.00076522,0.001415128,0.000934433,0.000521686,0.000580636,0.000571017,0.00068389,0.000629402
"1672","TBCB","ENSG00000105254","black",0,0.00015555,8.7e-05,0.000103113,5.52e-05,0.000166141,5.46e-05,9.21e-05,0.00010249,5e-05,0.000125905,4.97e-05,4.61e-05,7.81e-05,5.22e-05,5.63e-05,8.64e-05,5.18e-05,8.18e-05
"1673","TBCD","ENSG00000278759","black",0,1.92e-05,7.61e-06,1.03e-05,3.41e-06,1.15e-05,6.03e-06,3.25e-06,0,6.58e-06,7.34e-06,0,0,0,0,6.05e-06,4.03e-06,3.04e-06,3.7e-06
"1674","TBCE","ENSG00000284770","black",0,1.31e-05,1.01e-05,9.01e-06,1.4e-05,0,0,8.4e-06,1.46e-05,5.06e-06,9.1e-06,0,0,8.76e-06,0,0,0,0,0
"1675","TCEAL5","ENSG00000204065","turquoise",3.21e-05,3.73e-05,4.06e-05,3.15e-05,4.44e-05,4.58e-05,5.09e-05,4.17e-05,7.02e-05,3.7e-05,3.49e-05,4.42e-05,6.87e-05,5.1e-05,0,3.09e-05,0,2.54e-05,0
"1676","TCEB1",NA,"black",0.000119139,0.000343486,0.00026898,0.000295347,0.000129901,0.000240935,6.36e-05,0.000175853,0.000117096,0.000175026,0.000206354,0.000130556,9.83e-05,0.000153464,0.000120986,4.46e-05,4.08e-05,0.000145104,0
"1677","TCEB2",NA,"black",0,0.000174352,0.000212185,0.000201702,7.44e-05,0.000132372,8.54e-05,0,8.86e-05,0.000144173,0.000154204,0,0,0,0,0,0,0,0
"1678","TCP1","ENSG00000120438","pink",0.000104325,0.000236724,0.000135843,0.000175673,9.38e-05,0.000202507,0.00018718,0.000175331,0.000117953,0.000135326,0.000140123,9.36e-05,7.41e-05,0.000106693,0.000112867,9.07e-05,0.00010706,0.000113578,0.000101902
"1679","TESC","ENSG00000088992","grey",6.26e-05,7.31e-05,5.99e-05,2.77e-05,0,0,0,0,3.69e-05,4.49e-05,4.3e-05,0,3.28e-05,0,4.09e-05,0,0,0,1.46e-05
"1680","TF","ENSG00000091513","grey",0.00037454,0.000235177,0.000314592,0.000162566,0.000246682,0.00076494,0.000376004,0.00053602,0.000477867,0.000358147,0.000492163,0.000536365,0.000674363,0.000666091,0.000519657,0.000291758,0.000362874,0.000294264,0.000171417
"1681","TFG","ENSG00000114354","grey",0.000200384,0.000216175,0.000220961,0.000179409,0.000209323,0.000268046,0.00015982,0.000216035,0.000160124,0.000202574,0.000203642,0.000168369,0.000215829,0.000199506,0.000194488,0.000171478,0.000146923,0.000176613,0.000175408
"1682","TGFBI","ENSG00000120708","green",0,0,0,0,0,2.52e-05,2.57e-05,0,0,3.91e-05,0,0,0,0,0,6.83e-05,1.64e-05,0.000153219,9.16e-05
"1683","TGM2","ENSG00000198959","grey",1.04e-05,8.07e-06,0,0,0,1.66e-05,1.02e-05,0,0,1.55e-05,1.72e-05,0,0,6.05e-06,1.24e-05,1.34e-05,6.53e-06,8.99e-06,1.38e-05
"1684","TGOLN2","ENSG00000292253","turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76e-06,7.68e-06,4.72e-06,1.11e-05,1.83e-05
"1685","THOP1","ENSG00000172009","turquoise",2.6e-05,1.66e-05,1.71e-05,1.98e-05,1.61e-05,1.84e-05,1.24e-05,1.58e-05,2.27e-05,1.86e-05,2.06e-05,1.47e-05,1.38e-05,2.19e-05,1.15e-05,0,1.62e-05,0,0
"1686","THY1","ENSG00000154096","turquoise",0.017158466,0.015733596,0.014754627,0.016143939,0.016890243,0.017684045,0.011304174,0.01443673,0,0.013976518,0.013877802,0.017912887,0.01132271,0.01352242,0,0.008204239,0.006285807,0.004667382,0.007627646
"1687","TINAGL1","ENSG00000142910","grey",0.000793881,0.000330914,0.000428162,0.000251263,0.000326734,0.000186209,0.000378002,0.000317784,0.000597279,0.000629111,0.000324682,0.00082275,0.000685558,0.000387783,0.000182216,0.000211675,0.000368491,0.000167185,0.0002688
"1688","TIPRL","ENSG00000143155","black",0.000114414,0.000174181,0.000160356,0.000223686,0.000136215,8.98e-05,8.53e-05,9.15e-05,8.43e-05,0.000128731,0.000137388,7.93e-05,5.72e-05,0.000109652,0,2.69e-05,3.66e-05,5.39e-05,3.42e-05
"1689","TJP1","ENSG00000277401","turquoise",5.45e-06,5.39e-06,2.65e-06,2.14e-06,7.52e-06,5.66e-06,7.16e-06,5.26e-06,5.21e-06,5.36e-06,5.94e-06,4.48e-06,9.31e-06,4.22e-06,9.64e-06,1.44e-05,1.73e-05,1.18e-05,1.1e-05
"1690","TKT","ENSG00000163931","turquoise",0.001293757,0.001204721,0.001087467,0.001111039,0.001124806,0.001186003,0.001155546,0.001575518,0.001800949,0.001285766,0.001140434,0.000976352,0.001012708,0.001310325,0.001510782,0.001674109,0.001871163,0.001249135,0.001325073
"1691","TLDC1",NA,"grey",0,2.49e-05,2.1e-05,1.44e-05,0,0,0,0,3.29e-05,2.42e-05,0,0,0,0,0,2.56e-05,2.06e-05,2.9e-05,0
"1692","TLN1","ENSG00000137076","turquoise",1.62e-05,1.54e-05,1.24e-05,1.21e-05,2.4e-05,2.18e-05,2.09e-05,2.32e-05,2.03e-05,2.19e-05,1.98e-05,1.54e-05,2.27e-05,1.95e-05,3.74e-05,5.43e-05,3.91e-05,5.47e-05,4.35e-05
"1693","TLN2","ENSG00000171914","black",1.91e-05,4.49e-05,6.89e-05,5.75e-05,2.53e-05,2.25e-05,1.89e-05,1.89e-05,1.82e-05,3.04e-05,3.11e-05,1.45e-05,1.08e-05,2.96e-05,1.21e-05,1.36e-05,1.41e-05,1.5e-05,1.24e-05
"1694","TMED10","ENSG00000170348","green",7.1e-05,0,0,0,7.61e-05,0.000190378,0,7.2e-05,0,8.61e-05,7.78e-05,0,0,0,8.91e-05,0.000311376,0.000246946,0.000358048,0.000277599
"1695","TMED2","ENSG00000086598","green",0,0,0,0,0,7.53e-05,0,0,0,0,0,0,0,0,0,9.27e-05,8.38e-05,0.000164056,9.32e-05
"1696","TMED9","ENSG00000184840","green",0,0,0,0,0,7.19e-05,0,0,0,0,0,0,0,0,0,5.78e-05,5.81e-05,7.82e-05,5.13e-05
"1697","TMEM30A","ENSG00000112697","pink",8.25e-05,0.000133521,8.15e-05,9.77e-05,0.000274492,0.000131071,0.000286192,0.000161194,0.000115947,0.00012074,0.000100026,8.35e-05,6.15e-05,5.54e-05,6.6e-05,8.17e-05,7.35e-05,0.000118466,5.55e-05
"1698","TMEM43","ENSG00000170876","green",0,0,0,0,0,2.71e-05,0,0,0,2.15e-05,0,0,0,0,2.87e-05,7.13e-05,6.27e-05,9.84e-05,6.73e-05
"1699","TMOD2","ENSG00000128872","green",0.000367737,0.000526822,0.000434475,0.000474733,0.000292709,0.000272577,0.000365838,0.000524939,0.000391334,0.000421148,0.000417585,0.000392003,0.000828022,0.000438499,0.000328768,0.000244972,0.000279884,0.000247015,0.000201955
"1700","TMSB4X","ENSG00000205542","turquoise",0.012975505,0.01333457,0.015114716,0.017732434,0.012273422,0.012589185,0.008784652,0.012024198,0.015070826,0.014985326,0.011604001,0.020155163,0.017432235,0.019109399,0.008768967,0.005816576,0.008715363,0.009502948,0.006119755
